Start Time;End Time;Sentence;Translation;Emotion_fine;Emotion_core;Student Emotion;Corrected_emotion
00:07:18;00:07:19;Vandaag.;Today.;neutrality;neutral;neutral;neutral
00:07:20;00:07:22;Mag ik er nog Ã©Ã©n of n;Can I have one more or not?;uncertainty;fear;neutral;neutral
00:07:22;00:07:24;Wat neem je ze allemaal?;What are you taking them all for?;curiosity;neutral;surprise;neutral
00:07:24;00:07:26;Ik ga er nog Ã©Ã©n pakken. Echt ;I'm going to take another one. Really.;determination;happiness;happiness;happiness
00:07:26;00:07:29;En dan een flinke kokosnotje. Ja.;And then a big coconut. Yes.;expectation;neutral;surprise;neutral
00:07:30;00:07:32;Dan komt er alles terug uit.;Then everything comes back out.;resignation;sadness;fear;neutral
00:07:32;00:07:34;Dat zijn van die mensen.;Those are those kinds of people.;judgment;disgust;neutral;neutral
00:07:34;00:07:36;Die hebben voor iets gekozen.;They have chosen something.;certainty;neutral;neutral;neutral
00:07:36;00:07:38;En die denken dat ze op avontuur zijn.;And they think they are on an adventure.;amusement;happiness;disgust;happiness
00:07:38;00:07:40;Pak nu dat er alleen kokos zijn.;Just imagine that there are only coconuts.;imagination;neutral;disgust;neutral
00:07:40;00:07:42;Dan moet je van kokos leven.;Then you have to live off coconuts.;resignation;sadness;neutral;neutral
00:07:42;00:07:44;Maar je hebt ervoor gekozen.;But you chose it.;resentment;anger;neutral;neutral
00:07:44;00:07:46;Wat er is, dat weten we niet.;What is there, we do not know.;uncertainty;fear;fear;fear
00:07:46;00:07:49;En dan kan je beter een buit pakken.;And then you better grab some loot.;pragmatism;neutral;anger;neutral
00:07:49;00:07:50;Ga maar naar huis.;Just go home.;dismissal;anger;anger;anger
00:07:50;00:07:52;Want ik ga voor je geen bustek zoeken.;Because I'm not going to look for a bus ticket for you.;refusal;anger;anger;anger
00:07:52;00:07:53;Dat is logisch.;That is logical.;acceptance;neutral;neutral;neutral
00:07:53;00:07:55;Die mensen hebben dat verkeerd ingeschat.;Those people misjudged that.;disapproval;disgust;anger;disgust
00:08:15;00:08:19;Het ontbijt van Simbang bestaat uit schelpdieren en mango's.;Simbang's breakfast consists of shellfish and mangoes.;contentment;neutral;neutral;neutral
00:08:21;00:08:25;Dat is het leegste fietsje dat ik in mijn hele leven heb gegeten.;That is the emptiest little bicycle I have ever eaten in my whole life.;confusion;surprise;surprise;surprise
00:08:31;00:08:33;Maar dat is niet voor iedereen.;But that is not for everyone.;exclusion;sadness;neutral;neutral
00:08:33.115000;00:08:37.115000;...om Hilde erbovenop te helpen. Zij heeft weer een slechte nacht gehad.;...to help Hilde get back on her feet. She had another bad night.;concern;sadness;neutral;sadness
00:08:38.095000;00:08:41.095000;Ik heb de hele nacht constant gedacht...;I have been thinking constantly all night...;rumination;sadness;sadness;sadness
00:08:41.115000;00:08:43.095000;...ik denk toch niet dat ik hier...;...I still don't think that I...;hesitation;fear;sadness;fear
00:08:45.115000;00:08:47.095000;...dat ik hier nog wil blijven.;...that I still want to stay here.;longing;happiness;sadness;sadness
00:08:52.095000;00:08:53.095000;Het is zuur.;It is sour.;disappointment;sadness;surprise;sadness
00:08:53.115000;00:08:56.095000;Dat is ook een gewoontebeestje, Hilde.;That's also a creature of habit, Hilde.;affection;happiness;neutral;neutral
00:08:56.115000;00:08:58.115000;Ze is hard werken in de bakkerij.;She is working hard in the bakery.;diligence;neutral;neutral;neutral
00:08:58.115000;00:09:01.115000;En hier komt ze aan, ze lust geen kokkensnoten.;And here she comes, she doesn't like coconut macaroons.;disinterest;disgust;surprise;disgust
00:09:01.115000;00:09:03.095000;Ze slaapt heel slecht.;She sleeps very badly.;concern;sadness;neutral;sadness
00:09:03.115000;00:09:05.115000;Mijn dochter zei nog...;My daughter still said...;anticipation;neutral;neutral;neutral
00:09:06.095000;00:09:09.095000;...vlak voor ik vertrok, mama, weet je hoe...;...right before I left, mom, do you know how...;nostalgia;sadness;neutral;sadness
00:09:09.115000;00:09:11.095000;Als je terugkomt, begint alles.;When you come back, everything begins.;anticipation;happiness;happiness;happiness
00:27:50.324000;00:27:53.444000;Welkom, we zijn hier in Heerenveen.;Welcome, we are here in Heerenveen.;openness;neutral;neutral;neutral
00:27:53.483000;00:27:59.724000;En aan de orde is de zaak tussen aan de ene kant Ed en Ingrid tegen Sytze en Liesbeth.;And the matter at hand is the case between, on the one hand, Ed and Ingrid against Sytze and Liesbeth.;formality;neutral;neutral;neutral
00:27:59.763000;00:28:02.164000;Maar uw vrouw Liesbeth ligt thans in het ziekenhuis.;But your wife Liesbeth is currently in the hospital.;concern;sadness;sadness;sadness
00:28:02.203000;00:28:04.563000;Maar goed, u bent er.;But anyway, you are here.;relief;happiness;neutral;neutral
00:28:04.604000;00:28:10.643000;Voordat ik ga beginnen met alle conflictstof, even vooraf.;Before I start with all the conflict material, a quick note beforehand.;preparation;neutral;neutral;neutral
00:28:10.683000;00:28:16.203000;Want in 2016, toen is mijn geÃ«erde collega meester John Riet hier gewees;Because in 2016, my esteemed colleague Master John Riet was here.;reminiscence;neutral;neutral;neutral
00:28:16.244000;00:28:21.483000;En het was eigenlijk de bedoeling dat het gelazer achter de rug was.;And it was actually the intention that the hassle was over.;disappointment;sadness;neutral;sadness
00:28:21.524000;00:28:24.843000;U won toen en u verloor.;You won then and you lost.;resignation;sadness;neutral;sadness
00:28:24.884000;00:28:29.043000;Maar daarna was het niet van, okÃ©, dat was he;But after that, it wasn't like, okay, that was it.;uncertainty;neutral;neutral;neutral
00:28:29.084000;00:28:31.804000;Ieder gaat zijn eigen weg.;Everyone goes their own way.;acceptance;neutral;neutral;neutral
00:28:31.843000;00:28:33.643000;Bent u blijven mokken?;Did you keep sulking?;resentment;anger;anger;anger
00:28:33.683000;00:28:39.043000;Nee, want wij hadden afgesproken dat wat de uitspraak ook zou zijn,;No, because we had agreed that whatever the verdict would be,;defensiveness;neutral;neutral;neutral
00:28:39.084000;00:28:42.004000;dat we met elkaar zouden uit eten gaan.;that we would go out to dinner together.;expectation;happiness;happiness;happiness
00:28:42.043000;00:28:43.683000;En dan was het dan afgelopen.;And then it was over.;resignation;sadness;neutral;sadness
00:28:43.683000;00:28:44.884000;Ik weet er niks van, maar...;I don't know anything about it, but...;uncertainty;fear;neutral;neutral
00:28:44.923000;00:28:46.283000;O, dat verbaast me.;Oh, that surprises me.;astonishment;surprise;surprise;surprise
00:28:46.324000;00:28:47.683000;Nou...;Well...;hesitation;neutral;neutral;neutral
00:28:47.724000;00:28:50.283000;Hij zit weer te fantaseren, maar goed.;He is fantasizing again, but okay.;resignation;neutral;anger;anger
00:28:50.324000;00:28:52.484000;Ik weet het, Sytze. Ik lieg alles in.;I know it, Sytze. I lie about everything.;guilt;sadness;neutral;sadness
00:28:52.523000;00:28:54.963000;Jij vertelt de hele dag de waarheid.;You tell the truth all day long.;trust;neutral;neutral;neutral
00:28:55.004000;00:28:56.164000;Sytze, het gaat weer niet...;Sytze, it's not working again...;frustration;sadness;anger;anger
00:28:56.204000;00:28:58.004000;Hij heeft zoveel gelogen over mij.;He has lied so much about me.;betrayal;anger;anger;anger
00:28:58.044000;00:29:00.803000;Jij hebt bijna nooit uitgelegd wat ik geloog, hÃ�;You have almost never explained what I believed, have you?;frustration;anger;anger;anger
00:29:00.843000;00:29:02.204000;Hou die nou eens even stil.;Keep that still for a moment now.;impatience;anger;neutral;anger
00:29:02.243000;00:29:05.164000;Nee, dan moet ik ook weten waar ik lieg, dan wil ik dat gewoon weten.;No, then I also need to know where I am lying, then I just want to know that.;uncertainty;fear;anger;anger
00:29:05.204000;00:29:06.724000;Maar wat wil hij zeggen? Wat heb je me laten uitpraten?;But what does he want to say? Why didn't you let me finish speaking?;frustration;anger;anger;anger
00:29:06.764000;00:29:10.963000;Hij heeft verklaard aan meester Riet dat toen wij dat huis kochten,;He stated to master Riet that when we bought that house,;recollection;neutral;neutral;neutral
00:29:11.004000;00:29:14.924000;dat die dam en die weg er al in lag om erachter om te komen.;that the dam and the road were already there to find out.;curiosity;surprise;neutral;surprise
00:29:14.963000;00:29:16.164000;Dat is gewoon een leugen.;That is just a lie.;indignation;anger;anger;anger
00:29:16.204000;00:29:17.484000;Maar ik ga u even onderbreken.;But I'm going to interrupt you for a moment.;assertiveness;neutral;neutral;neutral
00:29:17.523000;00:29:18.803000;We gaan niet die zaak overdoen.;We are not going to redo that case.;determination;neutral;neutral;neutral
00:29:18.843000;00:29:21.963000;Nee, maar het gaat om de leugen die verteld worden.;No, but it's about the lie that is being told.;distrust;disgust;neutral;disgust
00:29:22.004000;00:29:25.924000;Nou, laten we maar eens gaan kijken wat we nu allemaal in portefeuille hebben.;Well, let's go and see what we have in our portfolio now.;curiosity;neutral;neutral;neutral
00:29:25.963000;00:29:28.484000;We beginnen met uw klussen.;We are starting with your jobs.;readiness;neutral;neutral;neutral
00:29:28.523000;00:29:29.044000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:29:29.083000;00:29:31.963000;Want de buurman zegt, ik heb enorm veel last van de geklus.;Because the neighbor says, I am extremely bothered by the noise from the DIY work.;annoyance;anger;neutral;anger
00:29:32.004000;00:29:37.843000;Ja, en ik krijg het beeld dat buurman zegt dat wij de hele dag aan het klussen zijn.;Yes, and I get the impression that the neighbor says we are working on the house all day.;annoyance;anger;neutral;anger
00:29:37.924000;00:29:45.004000;Nou, als we, zeg maar, in de maand vier, vijf keer met een auto of ergens mee bezig zijn in de garage, is dat veel.;Well, if we, like, are busy with a car or something in the garage four or five times a month, that's a lot.;reflection;neutral;neutral;neutral
00:29:45.044000;00:29:46.083000;Vier, vijf keer in de maand?;Four, five times a month?;curiosity;neutral;surprise;surprise
00:29:46.123000;00:29:46.403000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:29:46.444000;00:29:48.004000;Elke dag wordt er geklust.;Every day there is work being done.;resignation;neutral;anger;neutral
00:29:48.044000;00:29:48.884000;Liefje.;Sweetheart.;affection;happiness;neutral;happiness
00:29:48.924000;00:29:52.604000;Ik ben al vier weken niet bezig geweest met iets in de garage of wat dan ook.;I haven't done anything in the garage or anything else for four weeks.;apathy;sadness;neutral;sadness
00:29:52.644000;00:29:53.724000;Nee, maar uw zoon wel.;No, but your son does.;defensiveness;neutral;neutral;neutral
00:29:53.764000;00:29:54.724000;Ja, nou, en?;Yes, well, and?;impatience;anger;anger;anger
00:29:54.764000;00:29:56.044000;Ja, maar hij staat er natuurlijk ook niet op.;Yes, but of course he's not on it either.;resignation;sadness;anger;sadness
00:29:56.083000;00:29:58.563000;Mijn zoon mag ook, ja, maar die doet het alleen weekends.;My son is allowed too, yes, but he only does it on weekends.;acceptance;neutral;anger;neutral
00:29:58.604000;00:29:59.644000;Hij zegt elke dag.;He says every day.;resignation;neutral;neutral;neutral
00:29:59.683000;00:30:01.123000;En hij is ook vaak s'avonds bij u.;And he is also often with you in the evenings.;curiosity;neutral;neutral;neutral
00:30:01.164000;00:30:02.123000;Dat is niet waar.;That is not true.;denial;anger;neutral;anger
00:30:02.164000;00:30:03.123000;Nee, precies.;No, exactly.;agreement;neutral;neutral;neutral
00:15:57.094000;00:15:59.094000;Ik weet niet of je dat kunt indenken.;I don't know if you can imagine that.;doubt;neutral;fear;neutral
00:15:59.094000;00:16:01.094000;Dat je niet slaapt.;That you don't sleep.;discomfort;sadness;sadness;sadness
00:16:01.094000;00:16:03.094000;Dat je elke minuut van de nacht meemaakt.;That you experience every minute of the night.;restlessness;sadness;sadness;sadness
00:16:03.094000;00:16:06.094000;En dat je weet dat je morgens vroeg op moet om een kamp te maken.;And that you know you have to get up early in the morning to make a camp.;resignation;sadness;sadness;sadness
00:16:06.094000;00:16:08.094000;En dat je ook niks hebt om een kamp te maken.;And that you also have nothing to make a camp.;helplessness;sadness;sadness;sadness
00:16:08.094000;00:16:10.094000;Dat is gewoon heel primitief.;That is just very primitive.;acceptance;neutral;disgust;disgust
00:16:10.094000;00:16:14.094000;Ik vind het een perfect ontbijt, kokosmelk met suiker.;I think it's a perfect breakfast, coconut milk with sugar.;contentment;happiness;happiness;happiness
00:16:15.094000;00:16:16.094000;VoilÃ�;VoilÃ�;presentation;neutral;happiness;neutral
00:16:16.094000;00:16:18.094000;Hoe gaat het met de volgende kokos?;How is it going with the next coconut?;curiosity;neutral;neutral;neutral
00:16:18.094000;00:16:19.094000;Ja, we zijn bijna klaar.;Yes, we are almost ready.;readiness;happiness;happiness;happiness
00:16:19.094000;00:16:22.094000;Ik vind het belangrijk dat we vanavond de kamp hebben.;I think it's important that we have the camp tonight.;importance;neutral;neutral;neutral
00:16:22.094000;00:16:24.094000;Ik wil namelijk aan bamboe beginnen.;I want to start with bamboo.;motivation;happiness;neutral;neutral
00:16:24.094000;00:16:27.094000;En alles wat er is om naar dat strand te sleuren.;And everything there is to drag to that beach.;burden;sadness;disgust;sadness
00:16:27.094000;00:16:29.094000;Om te beginnen bouwen.;To start building.;initiative;happiness;neutral;neutral
00:16:40.094000;00:16:44.094000;Kamp Zuid heeft op een eerste expeditie wat vruchten verzameld op Lima.;Camp South has collected some fruits on Lima during a first expedition.;accomplishment;happiness;happiness;happiness
00:16:44.094000;00:16:46.094000;Maar zijn ze ook eetbaar?;But are they also edible?;concern;fear;fear;fear
00:16:46.094000;00:16:48.094000;Dit kunnen we dus echt wel opeten.;We can really eat this.;confidence;happiness;happiness;happiness
00:16:48.094000;00:16:50.094000;Ziet er heel lekker uit.;Looks very tasty.;appetite;happiness;happiness;happiness
00:16:51.094000;00:16:53.094000;Maar ik weet het niet.;But I don't know.;uncertainty;fear;fear;fear
00:16:53.094000;00:16:55.094000;Spannend.;Exciting.;anticipation;surprise;happiness;happiness
00:16:56.094000;00:16:58.094000;Op koeien eten ze wel altijd.;They always eat on cows.;curiosity;neutral;sadness;neutral
00:16:58.094000;00:17:00.094000;Deze is heel smeer.;This one is very greasy.;disgust;disgust;disgust;disgust
00:17:00.094000;00:17:02.094000;Vies? Bitter?;Dirty? Bitter?;disgust;disgust;neutral;neutral
00:17:02.094000;00:17:04.094000;Bitter, spuug uit.;Bitter, spit it out.;revulsion;disgust;fear;disgust
00:17:05.094000;00:17:07.094000;We hebben van die knollen.;We have those tubers.;neutrality;neutral;neutral;neutral
00:17:07.094000;00:17:09.094000;We zijn erachter dat je die toch moet koken.;We found out that you have to cook those after all.;realization;surprise;neutral;neutral
00:17:09.094000;00:17:12.094000;En dat je dan waarschijnlijk iets aardappelachtigs krijgt.;And then you probably get something potato-like.;expectation;neutral;neutral;neutral
00:17:12.094000;00:17:14.094000;Alleen het vuur wil niet zo lukken.;Only the fire isn't working so well.;frustration;sadness;sadness;sadness
00:17:34.094000;00:17:35.094000;Kijk.;Look.;attention;neutral;neutral;neutral
00:17:41.094000;00:17:43.094000;Zo dicht als je het kunt.;As close as you can.;instruction;neutral;neutral;neutral
00:17:45.094000;00:17:47.094000;Het begint weer te reuken.;It's starting to smell again.;anticipation;surprise;neutral;surprise
00:17:51.094000;00:17:52.094000;Geef op.;Give up.;resignation;sadness;anger;sadness
00:17:52.094000;00:17:53.094000;Kijk.;Look.;attention;neutral;neutral;neutral
00:18:02.094000;00:18:04.094000;Noord is begonnen aan de bouw van een hut.;North has started building a hut.;determination;happiness;neutral;happiness
00:18:04.094000;00:18:09.094000;Na de eerste nacht zonder beschutting is dit voor alle expeditieleden een belangrijke prioriteit.;After the first night without shelter, this is an important priority for all expedition members.;concern;fear;neutral;neutral
00:18:10.094000;00:18:12.094000;Wij moeten een hut hebben vanavond.;We need to have a hut tonight.;urgency;fear;neutral;fear
00:18:12.094000;00:18:18.094000;We moeten liggen 50 centimeter van de grond op een mooi plat stuk.;We have to lie 50 centimeters above the ground on a nice flat piece.;instruction;neutral;happiness;neutral
00:18:19.094000;00:18:21.094000;En ik heb natuurlijk makkelijk praten met mijn luchtbed.;And of course, it's easy for me to talk with my air mattress.;self-awareness;neutral;happiness;neutral
00:18:21.094000;00:18:26.094000;Maar ik vind dat de anderen recht hebben op een door de groep gemaakt lichtplaats.;But I think that the others have the right to a light spot made by the group.;fairness;neutral;neutral;neutral
00:18:26.094000;00:18:30.094000;Wat is het belangrijkste nu? Stenen of iets anders?;What is the most important thing now? Stones or something else?;curiosity;neutral;neutral;neutral
00:18:30.094000;00:18:31.094000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:18:31.094000;00:18:33.094000;Meer gaan stenen halen?;Get more stones?;suggestion;neutral;surprise;neutral
00:18:33.094000;00:18:35.094000;Ik zal uitleggen.;I will explain.;clarification;neutral;neutral;neutral
00:18:35.094000;00:18:42.094000;We moeten 1, 2, 3, 4, 5, 6, 8 gaten moeten we volmaken met stenen en zand.;We have to fill holes 1, 2, 3, 4, 5, 6, 8 with stones and sand.;determination;neutral;neutral;neutral
00:18:42.094000;00:18:46.094000;Ik vind het heel belangrijk voor mij dat ik goed kan slapen.;I find it very important for me that I can sleep well.;concern;fear;neutral;neutral
00:18:46.094000;00:18:49.094000;Dat vind ik meer belangrijk dan eten te vinden.;I find that more important than finding food.;preference;neutral;neutral;neutral
00:18:49.094000;00:18:50.094000;Bijna slapen.;Almost sleeping.;tiredness;neutral;neutral;neutral
00:18:51.094000;00:18:54.094000;Ja, goed. Daar staat mijn tas waarschijnlijk.;Yes, good. My bag is probably there.;acceptance;neutral;happiness;neutral
00:18:55.094000;00:18:57.094000;Ja, dat is goed.;Yes, that's good.;agreement;neutral;happiness;neutral
00:18:57.094000;00:18:59.094000;Het is niet te hoog gemaakt?;It isn't made too high?;concern;fear;neutral;fear
00:18:59.094000;00:19:01.094000;Zodat de impacten kleiner zijn van de wind?;So that the impacts from the wind are smaller?;caution;fear;neutral;fear
00:11:07.668000;00:11:11.668000;En wij willen graag dat hij ophoudt te schelden, te...;And we would like him to stop swearing, to...;frustration;anger;neutral;anger
00:11:11.668000;00:11:13.668000;Rust in de tent. Rust in de tent.;Calm in the tent. Calm in the tent.;calm;neutral;anger;neutral
00:11:13.668000;00:11:15.668000;Het is mij duidelijk. Dank je wel voor de koffie.;It is clear to me. Thank you for the coffee.;gratitude;happiness;happiness;happiness
00:11:15.668000;00:11:18.668000;Ik kom jullie straks weer halen als Meester Visser onderweg is.;I will come and get you again soon when Mr. Visser is on his way.;expectation;neutral;neutral;neutral
00:11:18.668000;00:11:20.668000;Prima. Even rustig houden.;Fine. Just keep it calm for a moment.;calmness;neutral;anger;anger
00:11:20.668000;00:11:21.668000;Er komt een oplossing.;There will be a solution.;hope;happiness;happiness;happiness
00:11:22.668000;00:11:25.668000;Nou, jongen, wat een toestand weer.;Well, boy, what a situation again.;exasperation;surprise;sadness;surprise
00:11:25.668000;00:11:27.668000;Er is overduidelijk heel veel stress.;There is obviously a lot of stress.;stress;fear;neutral;fear
00:11:27.668000;00:11:28.668000;Met name bij Ingrid.;Especially with Ingrid.;concern;neutral;disgust;disgust
00:11:28.668000;00:11:31.668000;Die zegt dus dat ze de afgelopen jaren 20 kilo is afgevallen.;She says that she has lost 20 kilos in the past few years.;pride;happiness;surprise;happiness
00:11:31.668000;00:11:34.668000;Allemaal vanwege de situatie met de buren.;All because of the situation with the neighbors.;frustration;anger;anger;anger
00:11:34.668000;00:11:35.668000;En dat begrijp ik ook wel.;And I understand that too.;acceptance;neutral;neutral;neutral
00:11:35.668000;00:11:38.668000;Want als ik haar moet geloven, dan heeft de buurman in het verleden...;Because if I have to believe her, then the neighbor in the past...;suspicion;fear;fear;fear
00:11:38.668000;00:11:40.668000;al een heleboel nare dingen gezegd en gedaan.;already said and done a lot of nasty things.;regret;sadness;disgust;disgust
00:11:40.668000;00:11:42.668000;Omdat zij dus van Duitse kom af is.;Because she is of German descent.;explanation;neutral;neutral;neutral
00:11:42.668000;00:11:45.668000;Ik weet natuurlijk niet of dat allemaal waar is.;Of course, I don't know if all of that is true.;uncertainty;neutral;fear;neutral
00:11:45.668000;00:11:46.668000;Dat ga ik hem nu gewoon vragen.;I'm just going to ask him that now.;determination;neutral;neutral;neutral
00:11:46.668000;00:11:49.668000;Want elk verhaal heeft zoals altijd weer twee kanten.;Because every story, as always, has two sides.;reflection;neutral;neutral;neutral
00:11:49.668000;00:11:50.668000;Op naar de buurman.;On to the neighbor.;anticipation;happiness;neutral;neutral
00:11:52.668000;00:11:57.668000;Ik hoor al actieve tuinwerkzaamheden.;I already hear active gardening activities.;alertness;surprise;neutral;neutral
00:11:57.668000;00:11:59.668000;Goedemiddag. Goedemiddag.;Good afternoon. Good afternoon.;politeness;neutral;happiness;neutral
00:11:59.668000;00:12:01.668000;Meneer Sietse. Ja, dat ben ik.;Mister Sietse. Yes, that's me.;acknowledgment;neutral;surprise;neutral
00:12:01.668000;00:12:04.668000;Victor. Ja. Aangenaam.;Victor. Yes. Nice to meet you.;politeness;neutral;happiness;neutral
00:12:04.668000;00:12:06.668000;Ik ken jou wel, maar jij kent mij niet.;I know you, but you don't know me.;alienation;sadness;anger;anger
00:12:06.668000;00:12:08.668000;Nee, maar daar komt nu verandering in. OkÃ�;No, but that is about to change now. Okay.;expectation;surprise;anger;anger
00:12:08.668000;00:12:11.668000;U lijkt me zo'n vriendelijke man. Dat ben ik ook.;You seem like such a friendly man to me. I am indeed.;warmth;happiness;happiness;happiness
00:12:11.668000;00:12:13.668000;Maar ik heb allemaal van die nare verhalen over u gehoord.;But I have heard all kinds of nasty stories about you.;distrust;fear;fear;fear
00:12:13.668000;00:12:15.668000;Ja, er ligt alles bij elkaar.;Yes, everything is together.;reassurance;neutral;neutral;neutral
00:12:15.668000;00:12:18.668000;Dan zullen we daar maar eens even verder over kletsen dan.;Then let's talk a bit more about that, shall we.;openness;neutral;happiness;neutral
00:12:18.668000;00:12:19.668000;Ja, is goed.;Yes, that's fine.;acceptance;neutral;neutral;neutral
00:12:19.668000;00:12:23.668000;Allereerst heb ik begrepen dat uw vrouw er vandaag niet bij is, Lisbeth.;First of all, I understand that your wife is not here today, Lisbeth.;acknowledgment;neutral;anger;neutral
00:12:23.668000;00:12:26.668000;Nee, die ligt in het ziekenhuis. Die ligt in het ziekenhuis.;No, that person is in the hospital. That person is in the hospital.;concern;sadness;sadness;sadness
00:12:26.668000;00:12:28.668000;Waarschijnlijk een tumor in het hoofd.;Probably a tumor in the head.;dread;fear;sadness;sadness
00:12:28.668000;00:12:30.668000;Och, wat verdrietig. Ja.;Oh, how sad. Yes.;sorrow;sadness;sadness;sadness
00:12:30.668000;00:12:33.668000;Maar desondanks wilt u toch doorgaan met de zaak.;But nevertheless you still want to proceed with the case.;determination;happiness;neutral;happiness
00:12:33.668000;00:12:35.668000;Ja, dat wil Lisbeth ook.;Yes, Lisbeth wants that too.;agreement;neutral;neutral;neutral
00:12:35.668000;00:12:39.668000;Nou, dan zullen we met Lisbeth in gedachte alles behandelen.;Well, then we will handle everything with Lisbeth in mind.;consideration;neutral;anger;neutral
00:12:39.668000;00:12:41.668000;En dan gaat meester Visser duidelijkheid brengen.;And then Mr. Visser is going to bring clarity.;expectation;neutral;happiness;neutral
00:12:41.668000;00:12:42.668000;Tuurlijk.;Of course.;agreement;neutral;neutral;neutral
00:12:42.668000;00:12:45.668000;Allereerst wil ik het hebben over de camera. Ja.;First of all, I want to talk about the camera. Yes.;focus;neutral;anger;anger
00:12:45.668000;00:12:48.668000;Hangt die camera daar om de buurman in de gaten te houden?;Is that camera there to keep an eye on the neighbor?;suspicion;fear;fear;fear
00:12:48.668000;00:12:49.668000;Ook.;Ook.;neutrality;neutral;neutral;neutral
00:12:49.668000;00:12:51.668000;OkÃ©, en wat wilt u dan graag wete;Okay, and what would you like to know?;curiosity;neutral;surprise;neutral
00:12:51.668000;00:12:54.668000;Hoeveel en wat voor auto's er hier allemaal op het terrein komen.;How many and what kind of cars come onto the premises here.;curiosity;neutral;fear;neutral
00:12:54.668000;00:12:56.668000;Want het zijn geen auto's van hem zelf.;Because they are not his own cars.;detachment;neutral;sadness;neutral
00:12:56.668000;00:12:58.668000;Maar dat is zijn hobby.;But that is his hobby.;acceptance;neutral;anger;neutral
00:12:58.668000;00:13:00.668000;Dat zegt hij. U gelooft dat niet?;That's what he says. You don't believe that?;skepticism;surprise;surprise;surprise
00:13:00.668000;00:13:04.668000;Nee, want als jij op een gegeven moment dat ik dan foto's heb van...;No, because if you at some point that I then have photos of...;apprehension;fear;anger;anger
00:13:04.668000;00:13:08.668000;dat hij motoren uit auto's haalt en radiators verwisselt...;that he takes engines out of cars and changes radiators...;curiosity;neutral;neutral;neutral
00:13:08.668000;00:13:10.668000;en dan allemaal bumpers en uitlaat.;and then all bumpers and exhaust.;boredom;neutral;neutral;neutral
00:13:10.668000;00:13:12.668000;Nou, dan vind ik dat is dan geen hobby meer.;Well, then I think that's not a hobby anymore.;disapproval;disgust;anger;anger
00:34:36.672000;00:34:38.672000;Wat denk je dat meester Visser gaat beslissen?;What do you think Mr. Visser will decide?;curiosity;surprise;surprise;surprise
00:34:38.672000;00:34:43.672000;Ik denk dat hij in de meeste dingen wel in ons voordeel gaat uitvallen.;I think that in most things he will turn out in our favor.;optimism;happiness;surprise ;happiness
00:34:43.672000;00:34:48.672000;Maar stel nou dat hij wel beslist dat hij garage weg zou moeten.;But suppose he does decide that the garage has to go.;apprehension;fear;fear;fear
00:34:48.672000;00:34:50.672000;Dan hebben we een probleem.;Then we have a problem.;concern;fear;anger ;fear
00:34:52.672000;00:34:54.672000;Ik zie een bedrukt gezicht.;I see a worried face.;anxiety;fear;fear ;fear
00:34:54.672000;00:34:58.672000;Ja, ik ben heel benieuwd wat eruit komt.;Yes, I am very curious to see what comes out.;anticipation;surprise;surprise ;surprise
00:34:59.672000;00:35:02.672000;Het wordt wel hoog tijd dat er een einde komt.;It's high time that it comes to an end.;impatience;anger;fear ;anger
00:35:02.672000;00:35:04.672000;Het speelt al vijf jaar.;It has been going on for five years.;weariness;sadness;anger ;sadness
00:35:04.672000;00:35:05.672000;Ook voor Liesbeth.;Also for Liesbeth.;empathy;sadness;happiness;sadness
00:35:05.672000;00:35:06.672000;Ja.;Yes.;acceptance;neutral;happiness;neutral
00:35:06.672000;00:35:10.672000;Begrijp je dat het heel pittig voor jou is?;Do you understand that this is very tough for you?;compassion;sadness;fear ;sadness
00:35:10.672000;00:35:13.672000;Ja, en ik hoop dat er een oplossing komt.;Yes, and I hope that a solution will come.;hope;happiness;fear ;happiness
00:35:17.672000;00:35:20.672000;Dames en heren, na een emotionele dag,;Ladies and gentlemen, after an emotional day,;weariness;sadness;sadness;sadness
00:35:20.672000;00:35:23.672000;waarop we zo ongeveer alles voorbij hebben zien komen;on which we have seen just about everything pass by;nostalgia;neutral;sadness;neutral
00:35:23.672000;00:35:25.672000;waarmee je je buren kan lastigvallen,;with which you can bother your neighbors,;mischief;anger;anger ;anger
00:35:25.672000;00:35:28.672000;is het eindelijk tijd geworden voor de uitspraak.;is it finally time for the verdict.;anticipation;surprise;disgust;surprise
00:35:28.672000;00:35:30.672000;Wat gaat meester Visser nou toch doen?;What is Mr. Visser going to do now?;curiosity;surprise;fear;fear
00:35:30.672000;00:35:33.672000;Is er een toekomst voor de hobbygarage van Eddy?;Is there a future for Eddy's hobby garage?;uncertainty;fear;fear;fear
00:35:33.672000;00:35:35.672000;En hoe zit het met dat vrije uitzicht?;And what about that unobstructed view?;curiosity;neutral;surprise ;neutral
00:35:35.672000;00:35:37.672000;Ik wil u allemaal vragen om te gaan staan.;I would like to ask you all to stand up.;request;neutral;happiness;neutral
00:35:37.672000;00:35:40.672000;Want onze juridische oldtimer is volledig opgepoetst.;Because our legal old-timer is completely polished up.;pride;happiness;anger ;happiness
00:35:40.672000;00:35:42.672000;En hij is er klaar voor.;And he is ready for it.;readiness;neutral;neutral;neutral
00:35:42.672000;00:35:44.672000;Hier is meester Frank Visser.;Here is master Frank Visser.;announcement;neutral;neutral;neutral
