Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity
1900-01-01 00:18:57.340000,1900-01-01 00:19:00.340000,"En Rob zat daarachter ook, buiten, goed te fietsen.","And Rob was also sitting back there, outside, cycling well.",contentment,happiness,mild
1900-01-01 00:19:00.340000,1900-01-01 00:19:01.340000,Jammer. Ja.,Too bad. Yes.,disappointment,sadness,mild
1900-01-01 00:19:02.320000,1900-01-01 00:19:04.320000,Hoeveel is het grand total nu?,How much is the grand total now?,curiosity,neutral,neutral
1900-01-01 00:19:04.320000,1900-01-01 00:19:07.320000,"41-0, wat met dit is... 47-10.","41-0, what about this is... 47-10.",confusion,surprise,mild
1900-01-01 00:19:07.340000,1900-01-01 00:19:09.320000,"47-10, volgens mij.","47-10, I think.",uncertainty,neutral,mild
1900-01-01 00:19:12.320000,1900-01-01 00:19:16.320000,MUZIEK,MUSIC,neutrality,neutral,neutral
1900-01-01 00:19:18.320000,1900-01-01 00:19:22.320000,"Ik moet iets bekennen, want ik heb eigenlijk...","I have to confess something, because I actually...",confession,fear,mild
1900-01-01 00:19:22.340000,1900-01-01 00:19:26.320000,de afgelopen twee tests...,the last two tests...,anticipation,neutral,neutral
1900-01-01 00:19:26.340000,1900-01-01 00:19:29.340000,jou ook ingevuld.,you also filled in.,acknowledgment,neutral,neutral
1900-01-01 00:19:30.320000,1900-01-01 00:19:32.320000,Omdat ik je niet vertrouwde van...,Because I didn't trust you from...,distrust,fear,moderate
1900-01-01 00:19:32.340000,1900-01-01 00:19:34.340000,"Ja, sorry. Dat is heel erg.","Yes, sorry. That is very bad.",remorse,sadness,moderate
1900-01-01 00:19:35.320000,1900-01-01 00:19:38.340000,Dat bondje wat ik in het begin met Annemieke heb gesloten...,That alliance I made with Annemieke at the beginning...,nostalgia,neutral,mild
1900-01-01 00:19:38.340000,1900-01-01 00:19:41.360000,daar moeten de banden weer een beetje van aangetrokken worden.,the bolts need to be tightened a bit again.,resignation,neutral,neutral
1900-01-01 00:19:42.340000,1900-01-01 00:19:45.360000,Omdat ik ook zie dat zij heel erg het spel speelt...,Because I also see that she really plays the game...,suspicion,surprise,mild
1900-01-01 00:19:46.339000,1900-01-01 00:19:47.360000,en heel erg fanatiek is.,and is very fanatic.,zeal,happiness,intense
1900-01-01 00:19:48.339000,1900-01-01 00:19:52.339000,"Ik dacht, in deze fase van het spel heb ik een goede bondgenoot nodig.","I thought, at this stage of the game I need a good ally.",calculation,neutral,mild
1900-01-01 00:19:52.360000,1900-01-01 00:19:55.360000,"Ik denk eigenlijk, omdat we nu zo halverwege zitten...","I actually think, because we're now about halfway...",contemplation,neutral,mild
1900-01-01 00:19:56.339000,1900-01-01 00:20:00.360000,dat we ons afspraak iets moeten aderscherpen.,that we need to clarify our appointment a bit.,uncertainty,neutral,mild
1900-01-01 00:20:01.339000,1900-01-01 00:20:02.360000,Is het weer aan?,Is it on again?,curiosity,neutral,neutral
1900-01-01 00:20:03.339000,1900-01-01 00:20:04.360000,"Nou ja, eigenlijk wel.","Well, actually yes.",resignation,neutral,mild
1900-01-01 00:20:05.339000,1900-01-01 00:20:07.360000,Ik weet niet of ik het in mijn eentje red.,I don't know if I can manage on my own.,insecurity,fear,moderate
1900-01-01 00:20:08.339000,1900-01-01 00:20:12.360000,Rob was tot de conclusie gekomen dat ik toch te vertrouwen was.,Rob had come to the conclusion that I could be trusted after all.,acceptance,happiness,mild
1900-01-01 00:20:13.339000,1900-01-01 00:20:16.360000,Dus die heeft eigenlijk ons verbondje weer aangemaakt.,So he actually recreated our little alliance.,reconciliation,happiness,mild
1900-01-01 00:20:17.339000,1900-01-01 00:20:19.339000,En daar ben ik wel blij mee.,And I am quite happy about that.,contentment,happiness,mild
1900-01-01 00:20:19.360000,1900-01-01 00:20:21.360000,Want ik verdenk Rob niet echt.,Because I don't really suspect Rob.,doubt,neutral,mild
1900-01-01 00:20:22.339000,1900-01-01 00:20:24.339000,Hoewel dat heel eng is.,Although that is very scary.,apprehension,fear,moderate
1900-01-01 00:20:24.360000,1900-01-01 00:20:29.339000,Want je zal toch die sukkel zijn die je pakt met de duivelsluiter.,Because you'll end up being that fool who gets caught with the devil's lock.,contempt,disgust,moderate
1900-01-01 00:20:29.360000,1900-01-01 00:20:31.360000,Is het slim om weer een kamer te delen?,Is it smart to share a room again?,uncertainty,fear,mild
1900-01-01 00:20:32.339000,1900-01-01 00:20:33.360000,"Dat wil ik wel voorstellen, ja.","I would like to suggest that, yes.",willingness,neutral,mild
1900-01-01 00:20:33.360000,1900-01-01 00:20:38.360000,Want op zich is het erg handig om bij je verdachte persoon te gaan hokken.,Because in itself it is very convenient to shack up with your suspect person.,pragmatism,neutral,neutral
1900-01-01 00:20:38.379000,1900-01-01 00:20:41.360000,Maar aan de andere kant zit je blind te staan.,"But on the other hand, you're standing there blindly.",confusion,sadness,moderate
1900-01-01 00:20:41.379000,1900-01-01 00:20:43.379000,Ik heb liever dat wij ons uitspreiden...,I would prefer that we spread out...,preference,neutral,mild
1900-01-01 00:20:44.360000,1900-01-01 00:20:47.379000,en overal een beetje vriendelijk en gezellig gaan lopen.,and walk around everywhere a bit friendly and cozy.,warmth,happiness,mild
1900-01-01 00:20:48.360000,1900-01-01 00:20:50.359000,En s'avonds gewoon alles bij elkaar optellen.,And in the evening just add everything together.,routine,neutral,neutral
1900-01-01 00:20:50.379000,1900-01-01 00:20:52.359000,"Oké. Maar je bent het niet, hè?","Okay. But you are not, right?",doubt,fear,mild
1900-01-01 00:20:52.379000,1900-01-01 00:20:54.379000,"Ik ben het echt, echt, echt niet.","I am really, really, really not it.",denial,sadness,intense
1900-01-01 00:20:55.359000,1900-01-01 00:20:56.379000,Echt niet.,Really not.,denial,anger,mild
1900-01-01 00:20:57.359000,1900-01-01 00:20:58.379000,Oké.,Oké.,acceptance,neutral,neutral
1900-01-01 00:21:00.359000,1900-01-01 00:21:01.379000,Tiel.,Tiel.,neutrality,neutral,neutral
1900-01-01 00:21:03.359000,1900-01-01 00:21:05.359000,MUZIEK.,MUSIC.,neutrality,neutral,neutral
1900-01-01 00:21:23.359000,1900-01-01 00:21:26.359000,Goedemiddag. Goedemiddag.,Good afternoon. Good afternoon.,politeness,neutral,neutral
1900-01-01 00:21:26.379000,1900-01-01 00:21:29.379000,In de eeuwen voordat Columbus je voet aan wal zette...,In the centuries before Columbus set foot ashore...,nostalgia,neutral,mild
1900-01-01 00:21:30.359000,1900-01-01 00:21:32.379000,werd dit eiland bevolkt door de Taino-Indianen.,this island was inhabited by the Taino Indians.,factuality,neutral,neutral
1900-01-01 00:21:33.359000,1900-01-01 00:21:35.359000,Letterlijk vertaald het vriendelijke volk.,Literally translated the friendly people.,curiosity,neutral,neutral
1900-01-01 00:21:35.379000,1900-01-01 00:21:39.359000,"De komst van de Europeanen betekende, door ziekte en uitbuiting...","The arrival of the Europeans meant, due to disease and exploitation...",foreboding,fear,moderate
1900-01-01 00:21:39.379000,1900-01-01 00:21:42.359000,zo goed als het einde van hun cultuur.,as good as the end of their culture.,resignation,sadness,moderate
1900-01-01 00:21:42.379000,1900-01-01 00:21:45.379000,Deze negen symbolen stammen uit de Taino-tijd.,These nine symbols date back to the Taino era.,interest,neutral,neutral
1900-01-01 00:21:46.359000,1900-01-01 00:21:48.379000,En die gaan jullie naar het geld leiden.,And those will lead you to the money.,expectation,neutral,neutral
1900-01-01 00:21:49.359000,1900-01-01 00:21:50.379000,Hopelijk.,Hopefully.,hope,happiness,mild
1900-01-01 00:21:51.359000,1900-01-01 00:21:55.359000,Jullie gaan straks per boot op zoek naar deze negen tekens.,You will soon go by boat to search for these nine signs.,anticipation,surprise,mild
1900-01-01 00:21:56.379000,1900-01-01 00:21:58.379000,Als jullie de juiste symbolen vinden...,If you find the right symbols...,anticipation,surprise,mild
1900-01-01 00:21:59.359000,1900-01-01 00:22:02.379000,dan kunnen jullie met de achterkant een kaart van het gebied vormen.,then you can use the back to form a map of the area.,expectation,neutral,neutral
1900-01-01 00:22:03.359000,1900-01-01 00:22:06.379000,Om zo de exacte locatie van het geld vast te stellen.,To determine the exact location of the money.,focus,neutral,neutral
1900-01-01 00:22:07.379000,1900-01-01 00:22:10.359000,Jullie mogen ook meer dan negen tekens meenemen.,You may also bring more than nine characters.,permission,neutral,neutral
1900-01-01 00:22:10.379000,1900-01-01 00:22:13.379000,"Maakt niet zoveel uit, behalve dat het wel geld kost.","It doesn't really matter, except that it does cost money.",resignation,neutral,mild
1900-01-01 00:22:14.359000,1900-01-01 00:22:16.379000,200 euro per extra symbool.,200 euros per extra symbol.,indifference,neutral,neutral
1900-01-01 00:22:18.359000,1900-01-01 00:22:21.359000,Dus neem de tekens goed in je op.,So take in the signs carefully.,caution,fear,mild
1900-01-01 00:22:21.379000,1900-01-01 00:22:24.379000,Bekijk ze goed en ik geef jullie heel even de tijd om te studeren.,Look at them carefully and I will give you a little time to study.,encouragement,neutral,mild
1900-01-01 00:22:26.359000,1900-01-01 00:22:27.359000,Allemaal eentje en negen.,All of them one and nine.,confusion,surprise,mild
1900-01-01 00:22:27.379000,1900-01-01 00:22:29.359000,Zullen we een rijtje nemen?,Shall we have a drink?,suggestion,neutral,neutral
1900-01-01 00:22:29.379000,1900-01-01 00:22:31.359000,Ik heb ze al namen gegeven.,I have already given them names.,pride,happiness,mild
1900-01-01 00:22:31.379000,1900-01-01 00:22:33.379000,We weten niet of we met z'n allen gaan.,We don't know if we're all going.,uncertainty,fear,mild
1900-01-01 00:22:34.359000,1900-01-01 00:22:36.359000,Iedereen moet ze sowieso allemaal leren.,Everyone has to learn them all anyway.,expectation,neutral,neutral
1900-01-01 00:22:36.379000,1900-01-01 00:22:39.379000,"Als je ze opsplitst, dan lukt je maar de helft.","If you split them up, you'll only manage half.",doubt,sadness,mild
1900-01-01 00:22:40.359000,1900-01-01 00:22:41.379000,Ik ben visiel ingesteld.,I am visually oriented.,self-awareness,neutral,neutral
1900-01-01 00:22:42.359000,1900-01-01 00:22:45.359000,Ik ben eerst begonnen met het rechterrijtje van boven naar onder.,I first started with the right column from top to bottom.,recollection,neutral,neutral
1900-01-01 00:22:45.379000,1900-01-01 00:22:48.379000,"De eerste was een slang, de tweede was een soort zon.","The first was a snake, the second was a kind of sun.",curiosity,neutral,neutral
1900-01-01 00:22:50.379000,1900-01-01 00:22:51.379000,Happy face. Stil.,Happy face. Stil.,contentment,happiness,mild
1900-01-01 00:22:52.359000,1900-01-01 00:22:54.359000,"Man, vrouw, slak.","Man, woman, snail.",neutrality,neutral,neutral
1900-01-01 00:22:54.379000,1900-01-01 00:22:55.379000,Tosti.,Tosti.,neutrality,neutral,neutral
1900-01-01 00:22:56.359000,1900-01-01 00:22:57.379000,Linksboven.,Top left.,neutrality,neutral,neutral
1900-01-01 00:22:58.360000,1900-01-01 00:22:59.379000,Tosti. Drie.,Toastie. Three.,neutrality,neutral,neutral
1900-01-01 00:22:59.379000,1900-01-01 00:23:01.379000,Org. Swirl.,Org. Swirl.,confusion,surprise,mild
1900-01-01 00:23:01.399000,1900-01-01 00:23:03.379000,Baard. Rob. Zon.,Beard. Rob. Sun.,neutrality,neutral,neutral
1900-01-01 00:23:03.399000,1900-01-01 00:23:05.379000,Het ene teken was Rob.,One of the signs was Rob.,curiosity,neutral,neutral
1900-01-01 00:23:05.399000,1900-01-01 00:23:08.379000,"Want die had van dat rare, stekelige...","Because it had that weird, prickly...",curiosity,neutral,mild
1900-01-01 00:23:08.399000,1900-01-01 00:23:11.379000,onbeperkte zanger van de Cure haar.,unlimited singer of the Cure hair.,confusion,neutral,neutral
1900-01-01 00:23:11.399000,1900-01-01 00:23:13.379000,Dat was een kapotte televisie.,That was a broken television.,disappointment,sadness,mild
1900-01-01 00:23:13.399000,1900-01-01 00:23:16.379000,Een soort appeltje met handen en voeten.,A kind of little apple with hands and feet.,curiosity,neutral,neutral
1900-01-01 00:23:16.399000,1900-01-01 00:23:19.379000,"Drie pootjes links, daar rechts zit niks.","Three little legs on the left, there's nothing on the right.",observation,neutral,neutral
1900-01-01 00:23:19.399000,1900-01-01 00:23:21.379000,Drie puntjes en een kruis.,Three dots and a cross.,curiosity,neutral,neutral
1900-01-01 00:23:22.379000,1900-01-01 00:23:25.379000,Dus dan hebben we allemaal alle tekens uit ons hoofd geleerd.,So then we have all learned all the signs by heart.,satisfaction,happiness,mild
1900-01-01 00:23:25.399000,1900-01-01 00:23:27.379000,"En dat was goed ook, want...","And that was good too, because...",anticipation,neutral,mild
1900-01-01 00:23:27.379000,1900-01-01 00:23:29.379000,er zit natuurlijk weer een adertje onder het gras.,"Of course, there's a catch again.",suspicion,fear,mild
1900-01-01 00:23:29.399000,1900-01-01 00:23:32.399000,Het adertje was dat er in het water ook verkeerde tekens lagen.,The catch was that there were also wrong signs in the water.,suspicion,fear,mild
1900-01-01 00:23:33.379000,1900-01-01 00:23:36.379000,"En als we die mee zouden nemen, daar moesten we ze goed onthouden...","And if we were to take those with us, we had to remember them well...",caution,fear,mild
1900-01-01 00:23:36.399000,1900-01-01 00:23:38.399000,dan ging het geld af van de pot.,then the money was taken from the pot.,resignation,neutral,neutral
1900-01-01 00:23:38.399000,1900-01-01 00:23:39.399000,Welke wil jij?,Which one do you want?,curiosity,neutral,neutral
1900-01-01 00:23:39.399000,1900-01-01 00:23:41.379000,Let's do this.,Let's do this.,determination,happiness,moderate
1900-01-01 00:23:41.399000,1900-01-01 00:23:46.399000,Vervolgens zijn we in twee tweetallen en in drietal de boot ingestapt.,Then we boarded the boat in two pairs and a group of three.,calm,neutral,neutral
1900-01-01 00:23:46.399000,1900-01-01 00:23:47.399000,Hola.,Hello.,neutrality,neutral,neutral
1900-01-01 00:23:47.399000,1900-01-01 00:23:49.399000,Zullen wij doorstappen? Ja.,Shall we walk faster? Yes.,readiness,neutral,neutral
1900-01-01 00:23:50.379000,1900-01-01 00:23:52.399000,Wij waren team T van Taken.,We were team T from Taken.,pride,happiness,mild
1900-01-01 00:23:53.379000,1900-01-01 00:23:54.379000,Of wel Tim.,Or rather Tim.,uncertainty,neutral,neutral
1900-01-01 00:23:54.379000,1900-01-01 00:23:56.399000,"Cecile en Klaas waren samen, dat was team C.","Cecile and Klaas were together, that was team C.",matter-of-factness,neutral,neutral
1900-01-01 00:23:57.379000,1900-01-01 00:23:59.379000,"En Annemiek, Rob en Marjolein waren samen, dat was team A.","And Annemiek, Rob and Marjolein were together, that was team A.",description,neutral,neutral
1900-01-01 00:23:59.399000,1900-01-01 00:24:01.379000,Samen waren we TCA.,Together we were TCA.,nostalgia,happiness,mild
1900-01-01 00:24:03.399000,1900-01-01 00:24:05.399000,Succes. Doei.,Success. Bye.,farewell,neutral,neutral
1900-01-01 00:24:05.399000,1900-01-01 00:24:07.399000,"Boot C, boot A. Succes.","Boot C, boot A. Success.",satisfaction,happiness,mild
1900-01-01 00:24:08.379000,1900-01-01 00:24:10.379000,"Alrighty, daar gaan we.","Alrighty, here we go.",readiness,neutral,mild
1900-01-01 00:24:10.399000,1900-01-01 00:24:12.379000,"Roger, Whittaker.","Roger, Whittaker.",neutrality,neutral,neutral
1900-01-01 00:24:12.399000,1900-01-01 00:24:14.399000,Die kennen ze natuurlijk niet.,Of course they don't know those.,dismissal,neutral,neutral
1900-01-01 00:24:15.379000,1900-01-01 00:24:17.399000,"Oké, Tosti, Driehoer, Krul.","Okay, Tosti, Driehoer, Krul.",acceptance,neutral,neutral
1900-01-01 00:24:18.379000,1900-01-01 00:24:20.399000,"Aap, Rob, Sterp, Son.","Aap, Rob, Sterp, Son.",neutrality,neutral,neutral
1900-01-01 00:24:21.399000,1900-01-01 00:24:23.420000,"Vogel, schildpad, baby, check.","Bird, turtle, baby, check.",focus,neutral,neutral
1900-01-01 00:24:24.399000,1900-01-01 00:24:26.420000,De opdracht was om op zoek te gaan naar die bordjes.,The assignment was to go look for those signs.,focus,neutral,neutral
1900-01-01 00:24:27.399000,1900-01-01 00:24:30.420000,En die bordjes waren vastgemaakt aan boeien in het water.,And those signs were attached to buoys in the water.,description,neutral,neutral
1900-01-01 00:24:31.399000,1900-01-01 00:24:34.420000,Als we negen identieke plaatjes hadden gevonden...,If we had found nine identical pictures...,regret,sadness,mild
1900-01-01 00:24:34.420000,1900-01-01 00:24:37.420000,dan zouden we de puzzel compleet kunnen maken.,then we could complete the puzzle.,hope,happiness,mild
1900-01-01 00:24:37.420000,1900-01-01 00:24:39.420000,Heb jij aanwijzingen aan de captain?,Do you have instructions for the captain?,curiosity,neutral,neutral
1900-01-01 00:24:39.420000,1900-01-01 00:24:41.420000,"Oké, Mario, we take a left here.","Oké, Mario, we take a left here.",direction,neutral,neutral
1900-01-01 00:24:43.420000,1900-01-01 00:24:46.399000,"Even checken, boot C, boot Cecile.","Just checking, boat C, boat Cecile.",curiosity,neutral,neutral
1900-01-01 00:24:46.420000,1900-01-01 00:24:47.420000,"Oké, slow down, slow down.","Oké, slow down, slow down.",impatience,anger,mild
1900-01-01 00:24:47.420000,1900-01-01 00:24:50.439000,Boot C gaat alvast een beetje voor op boot T.,Boat C is already a little ahead of boat T.,anticipation,happiness,mild
1900-01-01 00:24:51.420000,1900-01-01 00:24:54.420000,Ik had de porto nog niet eerder gehad in een opdracht.,I had not had the walkie-talkie before in an assignment.,novelty,surprise,mild
1900-01-01 00:24:54.439000,1900-01-01 00:24:58.420000,"En ja, er kon eigenlijk weinig misgaan.","And yes, little could actually go wrong.",confidence,happiness,mild
1900-01-01 00:25:00.439000,1900-01-01 00:25:02.420000,"Oh, het gaat diep, hè?","Oh, it goes deep, doesn't it?",curiosity,surprise,mild
1900-01-01 00:25:02.439000,1900-01-01 00:25:04.420000,"Jezus, kijk die vogel.","Jesus, look at that bird.",amazement,surprise,mild
1900-01-01 00:25:04.439000,1900-01-01 00:25:08.420000,We zijn ergens een waai ingegaan op zoek naar tekens.,We went into a backwater somewhere looking for signs.,curiosity,neutral,mild
1900-01-01 00:25:08.439000,1900-01-01 00:25:11.439000,"Prachtig kalm water, prachtige mangroves.","Beautiful calm water, beautiful mangroves.",admiration,happiness,mild
1900-01-01 00:25:14.420000,1900-01-01 00:25:16.420000,"Oh, is het hier mooi?","Oh, is it beautiful here?",curiosity,surprise,mild
1900-01-01 00:25:16.439000,1900-01-01 00:25:20.420000,Ik had het gevoel dat Johnny Depp elk moment met het black pearl...,I had the feeling that Johnny Depp could appear with the Black Pearl at any moment...,anticipation,surprise,mild
1900-01-01 00:25:20.439000,1900-01-01 00:25:22.439000,van de zijkant het beeld in kon schieten.,could shoot into the frame from the side.,anticipation,surprise,mild
1900-01-01 00:25:23.420000,1900-01-01 00:25:25.420000,Want het was echt Pirates of the Caribbean.,Because it was really Pirates of the Caribbean.,nostalgia,happiness,mild
1900-01-01 00:25:25.439000,1900-01-01 00:25:28.420000,"Hoge cliffs overal, grotten, spelonken.","High cliffs everywhere, caves, caverns.",awe,surprise,mild
1900-01-01 00:25:30.439000,1900-01-01 00:25:33.420000,Pelikanen die eerst hoog in de lucht vlogen...,Pelicans that first flew high in the sky...,curiosity,neutral,mild
1900-01-01 00:25:33.439000,1900-01-01 00:25:36.439000,en dan in één keer naar beneden gingen om wat te eten.,and then suddenly went downstairs to get something to eat.,impulsiveness,surprise,mild
1900-01-01 00:25:36.439000,1900-01-01 00:25:37.439000,Echt prachtig.,Really beautiful.,admiration,happiness,moderate
1900-01-01 00:25:38.420000,1900-01-01 00:25:40.420000,Het was echt een droom.,It was really a dream.,wonder,happiness,mild
1900-01-01 00:25:40.439000,1900-01-01 00:25:44.420000,"En dan vergeet je af en toe, oh ja, ik moet ook nog wat doen.","And then you sometimes forget, oh right, I still have to do something.",absentmindedness,neutral,mild
1900-01-01 00:25:44.420000,1900-01-01 00:25:46.420000,"Boot A, Annemiek, kom er eens uit.","Boat A, Annemiek, come out for a moment.",command,neutral,neutral
1900-01-01 00:25:46.439000,1900-01-01 00:25:47.420000,Er is echt niks.,There is really nothing.,emptiness,sadness,moderate
1900-01-01 00:25:47.439000,1900-01-01 00:25:49.420000,"Kom je daar niet achter? Nee, echt niet.","Don't you find out? No, really not.",doubt,surprise,mild
1900-01-01 00:25:49.439000,1900-01-01 00:25:51.420000,"Maar daar? Nee, schat.","But there? No, darling.",rejection,disgust,mild
1900-01-01 00:25:51.439000,1900-01-01 00:25:54.420000,Je moet volgens mij echt een boei kunnen zien.,I think you really should be able to see a buoy.,certainty,neutral,mild
1900-01-01 00:25:54.439000,1900-01-01 00:25:56.439000,"Ja, maar goed, hij kan er liggen.","Yes, but well, he can be there.",acceptance,neutral,neutral
1900-01-01 00:25:57.420000,1900-01-01 00:25:59.420000,"Boot A, Annemiek, kom er eens uit.","Boat A, Annemiek, come out for a moment.",command,neutral,neutral
1900-01-01 00:25:59.439000,1900-01-01 00:26:00.439000,Over.,Over.,finality,neutral,neutral
1900-01-01 00:26:04.439000,1900-01-01 00:26:08.420000,"Boot A, kom er eens in. En er gebeurde helemaal niks.","Boat A, come in. And nothing happened at all.",disappointment,sadness,mild
1900-01-01 00:26:08.439000,1900-01-01 00:26:11.420000,"Annemiek, één zoekdiscipline, kom er eens uit.","Annemiek, one search discipline, come out for once.",impatience,anger,mild
1900-01-01 00:26:11.439000,1900-01-01 00:26:13.420000,Niet tussendoor? Nee.,Not in between? No.,rejection,anger,mild
1900-01-01 00:26:13.439000,1900-01-01 00:26:15.439000,Ze zijn bij de eilanden geweest.,They have been to the islands.,reminiscence,neutral,neutral
1900-01-01 00:26:17.439000,1900-01-01 00:26:19.420000,Ze zijn naar links geklaagd.,They complained to the left.,dissatisfaction,anger,mild
1900-01-01 00:26:19.439000,1900-01-01 00:26:21.439000,Ik heb allebei de kant op gekeken.,I looked both ways.,caution,fear,mild
1900-01-01 00:26:22.420000,1900-01-01 00:26:23.439000,Nou ja.,Well then.,resignation,neutral,mild
1900-01-01 00:26:24.420000,1900-01-01 00:26:26.420000,"Ja, ja, ja, ja, ja, ja.","Yes, yes, yes, yes, yes, yes.",amusement,happiness,mild
1900-01-01 00:26:26.439000,1900-01-01 00:26:28.439000,"Team CFB, we zien een boei.","Team CFB, we see a buoy.",alertness,surprise,mild
1900-01-01 00:26:29.420000,1900-01-01 00:26:30.420000,Yes.,Yes.,agreement,neutral,neutral
1900-01-01 00:26:30.439000,1900-01-01 00:26:31.439000,Cecil heeft een boei.,Cecil has a buoy.,neutrality,neutral,neutral
1900-01-01 00:26:32.420000,1900-01-01 00:26:33.439000,En wel meerdere trouwens.,"And several, by the way.",nonchalance,neutral,neutral
1900-01-01 00:26:34.420000,1900-01-01 00:26:37.420000,"En uiteindelijk, net toen ik dacht, dit gaat niet meer lukken...","And finally, just when I thought, this isn't going to work anymore...",hopelessness,sadness,moderate
1900-01-01 00:26:37.439000,1900-01-01 00:26:41.420000,kwamen we bij een baai waar meerdere oranje boeien waren.,we arrived at a bay where there were several orange buoys.,curiosity,neutral,neutral
1900-01-01 00:26:41.439000,1900-01-01 00:26:44.439000,"Oké, dan gaan we jullie... Hoe zien die boeien eruit?","Okay, then we'll go to you... What do those buoys look like?",curiosity,surprise,mild
1900-01-01 00:26:45.420000,1900-01-01 00:26:46.439000,Oranje en rood.,Orange and red.,neutrality,neutral,neutral
1900-01-01 00:26:48.420000,1900-01-01 00:26:51.420000,"Oké, dit is het aapje. Het is niet het goeie aapje, volgens mij.","Okay, this is the monkey. I don't think it's the right monkey.",doubt,sadness,mild
1900-01-01 00:26:51.439000,1900-01-01 00:26:52.439000,Kijk eens.,Look.,curiosity,neutral,mild
1900-01-01 00:26:53.420000,1900-01-01 00:26:54.439000,"Die is niet goed. Nee, hè?","That one is not good. No, right?",disappointment,sadness,mild
1900-01-01 00:26:55.420000,1900-01-01 00:26:56.439000,"Die is niet goed, die van ons.","That one is not good, ours.",disappointment,sadness,mild
1900-01-01 00:26:57.420000,1900-01-01 00:27:00.420000,Het is een aapje met de baardharen naar de zijkant.,It is a little monkey with its beard hairs to the side.,observation,neutral,neutral
1900-01-01 00:27:00.439000,1900-01-01 00:27:03.439000,We hadden een aapje met de baardharen naar rechts.,We had a little monkey with its beard hairs to the right.,nostalgia,happiness,mild
1900-01-01 00:27:03.439000,1900-01-01 00:27:06.420000,"Aan de zijkant, dus het is niet de goeie.","On the side, so it's not the right one.",disappointment,sadness,mild
1900-01-01 00:27:06.439000,1900-01-01 00:27:08.439000,"Ja, een boei. Ik zie nog een boei.","Yes, a buoy. I see another buoy.",observation,neutral,neutral
1900-01-01 00:27:08.439000,1900-01-01 00:27:10.439000,Om met Elielus te spreken.,To speak with Elielus.,anticipation,happiness,mild
1900-01-01 00:27:10.460000,1900-01-01 00:27:13.439000,"Wij waren als eerste ter plaatse, Cecil en ik.","We were the first on the scene, Cecil and I.",recollection,neutral,neutral
1900-01-01 00:27:13.460000,1900-01-01 00:27:16.439000,Gelukkig kwamen Tim en Taken ook vrij snel.,"Fortunately, Tim and Taken also arrived quite quickly.",relief,happiness,mild
1900-01-01 00:27:16.460000,1900-01-01 00:27:17.460000,"Daar, daar, daar.","There, there, there.",reassurance,neutral,mild
1900-01-01 00:27:18.439000,1900-01-01 00:27:19.439000,"Oké, hebben ze.","Okay, they have it.",acceptance,neutral,neutral
1900-01-01 00:27:19.460000,1900-01-01 00:27:24.460000,"Maar team Annemiek, Marjolein en Rob bleven mysterieuze wijze vrij achter.","But team Annemiek, Marjolein and Rob remained mysteriously free.",curiosity,surprise,mild
1900-01-01 00:27:26.460000,1900-01-01 00:27:28.460000,Maar zie je hun boei? Nee.,But do you see their buoy? No.,doubt,sadness,mild
1900-01-01 00:27:30.460000,1900-01-01 00:27:32.460000,"Ja, maar die was de baard.","Yes, but that was the beard.",dismissal,neutral,neutral
1900-01-01 00:27:33.439000,1900-01-01 00:27:34.439000,"Linksmidden, toch?","Left midfield, right?",uncertainty,neutral,mild
1900-01-01 00:27:34.460000,1900-01-01 00:27:35.460000,Andersom.,The other way around.,confusion,surprise,mild
1900-01-01 00:27:35.479000,1900-01-01 00:27:36.479000,"Andersom, hè?","The other way around, right?",confusion,surprise,mild
1900-01-01 00:27:37.460000,1900-01-01 00:27:39.479000,Het eerste teken was de man met de baard.,The first sign was the man with the beard.,curiosity,neutral,neutral
1900-01-01 00:27:40.460000,1900-01-01 00:27:42.460000,"Ja, ik heb hem onthouden als de baard.","Yes, I remembered him as the beard.",recollection,neutral,neutral
1900-01-01 00:27:42.479000,1900-01-01 00:27:44.479000,"Deze is goed. Cecil, kijk eens.","This one is good. Cecil, take a look.",satisfaction,happiness,mild
1900-01-01 00:27:44.479000,1900-01-01 00:27:46.479000,Die is goed. We hebben een goeie.,That one is good. We have a good one.,satisfaction,happiness,mild
1900-01-01 00:27:46.479000,1900-01-01 00:27:49.479000,"Ik hield er eentje omhoog. Cecil, volgens mij is deze oké.","I held one up. Cecil, I think this one is okay.",reassurance,happiness,mild
1900-01-01 00:27:49.479000,1900-01-01 00:27:51.479000,"Jack, hoppakee, naar binnen.","Jack, hoppakee, inside.",encouragement,happiness,mild
1900-01-01 00:27:51.479000,1900-01-01 00:27:52.479000,Daar ligt er nog één.,There is another one over there.,observation,neutral,neutral
1900-01-01 00:27:53.460000,1900-01-01 00:27:55.479000,Toen kwamen we al vrij snel een boeitje tegen.,Then we soon came across a little buoy.,curiosity,surprise,mild
1900-01-01 00:27:56.460000,1900-01-01 00:27:58.479000,"Deze moesten we ook hebben. 1, 2, 3, die mist.","We needed to have these too. 1, 2, 3, that one is missing.",frustration,sadness,mild
1900-01-01 00:27:58.479000,1900-01-01 00:28:02.460000,De tv-antenne met de drie kruisjes aan stokjes eraan.,The TV antenna with the three crosses on sticks attached to it.,nostalgia,neutral,mild
